net_profit_total_assets,total_liabilities_total_assets,working_capital_total_assets,current_assets_short_term_liabilities,cash_short_term_securities_receivables_short_term_liabilities_operating_expenses_depreciation_365,retained_earnings_total_assets,ebit_total_assets,book_value_of_equity_total_liabilities,sales_total_assets,equity_total_assets,gross_profit_extraordinary_items_financial_expenses_total_assets,gross_profit_short_term_liabilities,gross_profit_depreciation_sales,gross_profit_interest_total_assets,total_liabilities_365_gross_profit_depreciation,gross_profit_depreciation_total_liabilities,total_assets_total_liabilities,gross_profit_total_assets,gross_profit_sales,inventory_365_sales,sales_n_sales_n_1,profit_on_operating_activities_total_assets,net_profit_sales,gross_profit_in_3_years_total_assets,equity_share_capital_total_assets,net_profit_depreciation_total_liabilities,profit_on_operating_activities_financial_expenses,working_capital_fixed_assets,logarithm_of_total_assets,total_liabilities_cash_sales,gross_profit_interest_sales,current_liabilities_365_cost_of_products_sold,operating_expenses_short_term_liabilities,operating_expenses_total_liabilities,profit_on_sales_total_assets,total_sales_total_assets,current_assets_inventories_long_term_liabilities,constant_capital_total_assets,profit_on_sales_sales,current_assets_inventory_receivables_short_term_liabilities,total_liabilities_profit_on_operating_activities_depreciation_12_365,profit_on_operating_activities_sales,rotation_receivables_inventory_turnover_in_days,receivables_365_sales,net_profit_inventory,current_assets_inventory_short_term_liabilities,inventory_365_cost_of_products_sold,ebitda_total_assets,ebitda_sales,current_assets_total_liabilities,short_term_liabilities_total_assets,short_term_liabilities_365_cost_of_products_sold,equity_fixed_assets,constant_capital_fixed_assets,working_capital,sales_cost_of_products_sold_sales,current_assets_inventory_short_term_liabilities_sales_gross_profit_depreciation,total_costs_total_sales,long_term_liabilities_equity,sales_inventory,sales_receivables,short_term_liabilities_365_sales,sales_short_term_liabilities,sales_fixed_assets,bankrupt
0.14324375533108274,-0.0275058982342677,0.0256602091069817,-0.050744300462031496,0.01665475219247321,0.09474656440711078,0.020142128425729582,-0.03101147730376818,-0.017744481797913284,0.012410602242921023,0.01389818094923007,-0.016965530674194294,-0.008408049240948418,0.02014087243860204,-0.0008442391565226486,-0.02658361402944129,-0.030453304780403704,0.019130850933531913,-0.004630322103378051,-0.026320673584923553,-0.014338697229018078,0.011114448659226289,-0.005100421685911534,0.05984074289536548,0.03694554379579247,-0.028472798831237975,-0.026087182131263206,-0.032541581210452364,2.4953481393364916,-0.013828282054351562,-0.004774272746728459,-0.010981624294420886,-0.03333572155096107,-0.03095573918264074,0.013264470893341596,-0.015377445686749983,5.001905798894274,-0.00215032952146326,0.02746663217034846,-0.029044871669151165,-0.02682740271125429,0.025705280080533754,-0.01755731828326522,-0.016162534258341063,-0.017677238379933295,-0.041920180077291036,-0.011015942377291747,0.020334727643288315,0.02857801181062024,-0.019654800497408066,-0.009491673634432147,-0.011002540881689084,-0.014150934748329787,-0.014522376917467113,3.5835481424471314,0.014536135894990443,0.04224020303896065,-0.018590219265452373,-0.012739433835781109,-0.029035360860480034,-0.03960185840120488,-0.017881077849837983,-0.03345421279306361,-0.0323556479453796,0
-0.011692878583371135,-0.007757624355849937,0.017531045141489985,-0.05420753634177146,0.013666943811959969,0.016937180170741452,-0.01231270205231053,-0.03184190188182104,-0.026314919552351802,0.009017761300801333,-0.017133758414027967,-0.03607425284754323,-0.008737186724294478,-0.012313958453146714,0.0779593976452832,-0.04631258693087091,-0.03208980849719611,-0.01318325705668265,-0.00497705473692289,0.17966441335158082,-0.015111021339569078,-0.015511672070525746,-0.005482863558855933,-0.014274079017133361,-0.01972938601435774,-0.049553339940200905,-0.024323336200281986,-0.03333416746052341,0.16416267473696958,-0.011333811350289155,-0.0051204901438007735,-0.007587662548141427,-0.044429008195511856,-0.0309711506367027,-0.016192182932275156,-0.028851246451060488,-0.04410216018481304,-0.005559363131599928,0.026243187540192496,-0.03789760683220149,-0.012091108472880108,0.025000026704697337,0.025056710315543816,0.014785218317985406,-0.018496925589633596,-0.04516119861450208,-0.007321745774210436,-0.005091745771605824,0.027926518368180896,-0.021104879719842682,0.003679230298834087,-0.007608374228140889,-0.014037661725035068,-0.014409734741412683,-0.059128332961691045,0.014415760767903974,0.009620931871346756,-0.018583586288620023,-0.012740439544204361,-0.029622442801438224,-0.05493930217975779,-0.0060503163866537325,-0.04544502156548593,-0.035073815862920396,0
0.19316645278106928,-0.052527231845359526,0.08996840546043672,-0.01775741427378726,0.027721383216143265,0.016985698297936086,0.030110211884502126,-0.026104315699512336,-0.012319800489933325,0.053199822887199676,0.024298366055108208,0.004121590141074449,-0.00822065418683255,0.03010895602443987,-0.006206470318060744,-0.007830248235486916,-0.026329079446629797,0.02905571329139252,-0.004317435388508956,0.017250977276354496,-0.013878819474924663,0.023035649689784235,-0.00482761020832084,-0.014274079017133361,0.06274657341113776,-0.008759917299394031,-0.02492995424082017,0.10849455176715896,-0.22789924089871352,-0.013955554356992307,-0.004461421823312634,-0.011248658445979293,-0.025415635851169672,-0.011838377570994036,0.02175161810128483,-0.014855975329119094,-0.04410216018481304,0.038637825701053806,0.028848693643455166,-0.034832166929504825,-0.028042776149805056,0.028151263285675715,-0.012399924421549548,-0.013504647362300849,-0.01804731160434145,-0.026183206398021772,-0.010159293788577814,0.03579616729529218,0.03162479102232634,-0.01071946055988977,-0.03451291194385638,-0.011269573521019927,0.006883647624060866,0.006479716701307812,-0.03655718510068345,0.014920570910685669,0.03368989043126439,-0.01867256949333281,-0.012740439544204361,-0.029387845784147198,-0.04625802712064218,-0.018858128908685785,-0.024000094922805488,-0.004470246688005257,0
0.16555653003355375,0.00477042782438799,-0.004252086664439167,-0.05915169756975126,0.007213395622873524,0.016985698297936086,0.02494781326324871,-0.032553624961213834,-0.015962810767522,-0.0034341753189267013,0.032595621112062496,-0.016723682587587288,-0.007916735293215914,0.024946557337380257,0.003425740236044346,-0.03259493812751739,-0.03280152798895634,0.023915698566971396,-0.004047742512711762,0.0020786591781819658,-0.011771497295873075,0.03402277608002743,-0.004636803600917172,-0.014274079017133361,0.020220540084960225,-0.035025511608012226,-0.026034852124163104,-0.03816445902072233,0.6536080996601161,-0.013414832910157245,-0.004120997961859132,-0.010531313654268145,-0.03850833034450338,-0.026861353560150028,0.039691851261018624,-0.018499025188679335,-0.0450042624055038,0.005401251103460302,0.0365455011283747,-0.03669814240030292,-0.026983895137717994,0.03458570291917716,-0.015831108220138033,-0.016078911358230887,-0.017849415288257786,-0.05219193734386368,-0.010194299270562623,0.047025297665098095,0.03766248980295715,-0.02328235768455063,-0.0016408649272250898,-0.010552238499652922,-0.014975635807494794,-0.014940974953201425,-0.07285655042036715,0.01641180767292546,0.061229831822637415,-0.018720013482751815,-0.010705760100459765,-0.029312737284687355,-0.03993348246551848,-0.01708335385775813,-0.03698848646316736,-0.033903042107551074,0
0.03810391042411862,-0.04029699869245439,0.04365185039746009,-0.042472412863301,0.02130436236870259,0.045596532153922946,-0.0021226293289823067,-0.029438370074157394,-0.018151100099274356,0.02664310419321231,-0.0074436974188785456,-0.02757798730145873,-0.009298414975727445,-0.0021238855999234627,0.006893477503641204,-0.03554827723953157,-0.028793204317906915,-0.0030373679683828167,-0.005614840781606948,-0.003985863600483498,-0.010564994482192704,0.005952070733587361,-0.005893275334374619,-0.0018164440439696658,0.05046254338188486,-0.037608615594834666,-0.026093736929788038,-0.028126593262120435,0.9317951082674437,-0.013877644159054155,-0.00575732845354414,-0.011126812757876088,-0.029941725698891353,-0.030889579360617352,0.007643155190322852,-0.015285360643438179,-0.04410216018481304,0.012072014402307983,0.026204281522110236,-0.03437987927315393,-0.026986793912487102,0.024410781064311816,-0.01501866699886306,-0.014905866199114059,-0.018350613783814,-0.03987447082102487,-0.010651093475374346,0.014185327756876023,0.0271578411099067,-0.01741257749149597,-0.0222753315120057,-0.01114773272780041,-0.013514103941579633,-0.01388697420513567,0.18384004702489237,0.014181272803579467,0.016920697994058303,-0.01854177795493447,-0.012740439544204361,-0.029273226736106855,-0.043539048185173,-0.018310314014009524,-0.030413402133571354,-0.03192970741147821,0
0.22012884639574407,-0.014315690044020817,0.037159115900626954,-0.04713974752291702,0.02349241421633995,0.07638781912761991,0.025374951227462732,-0.03139517469198077,-0.016294934112908527,0.015273030052813859,0.018914102028938194,-0.013132543352002576,-0.00820340985472508,0.025373695307039097,0.0007270393821465133,-0.029240644035728874,-0.03163210103272428,0.024340984482782036,-0.00427295218110655,-0.02211755975181079,-0.006323298491495792,0.02665445458559485,-0.004391972787694754,0.02316428423972512,0.039664070422851805,-0.02655969349666149,-0.026059240129284268,-0.028337907854318695,0.5709103606236674,-0.013709123420314611,-0.004417433867688324,-0.010870802712359316,-0.03512896575570543,-0.030428421235224844,0.03018599051030926,-0.016766998643691022,-0.04137613489994666,0.016095816419210936,0.03227840877593739,-0.03365471883085579,-0.027113221903488343,0.030639598521220394,-0.014578771640069665,-0.013404324351195738,-0.017317115249629915,-0.03878251754532047,-0.010831057768228576,0.040530533666500404,0.03423197913214419,-0.020333181738850726,-0.011774307611151882,-0.010891718734117248,-0.0136246226056453,-0.013495304868661571,0.029714772912812916,0.015627977726897092,0.0562338500430784,-0.01873926336300991,-0.01177596554421737,-0.02909669166547084,-0.046410641868606904,-0.017810082252616592,-0.03385908357193478,-0.03169985575874186,0
0.09959849308558018,-0.02637509299343049,0.03647033198921192,-0.047401087290253455,0.009293147106683938,0.016985698297936086,0.010520042027574854,-0.030323078027620874,-0.014095263607326727,0.027522117457667594,0.008714964666746428,-0.021982557452329226,-0.008824803879915674,0.010518785917792524,0.003760744601235159,-0.032934380837242164,-0.030571288508925636,0.00955048541070072,-0.004998114419654464,0.07208021970411599,-0.014551052544878863,0.01035661451708413,-0.005382918778091247,-0.014274079017133361,0.04889136342577341,-0.03512385558950603,-0.025944988387859302,-0.028595398598145468,0.651561721838254,-0.013696723583695954,-0.005080471832952315,-0.010960086941385347,-0.033726193389526,-0.020691300413213678,0.011734001724696094,-0.016631457737243314,-0.034545564328648665,0.015362303014560716,0.027482793131705704,-0.03809836903125317,-0.02655334426236918,0.02590169529399559,-0.013315513520058836,-0.017625904423985244,-0.0183842778403545,-0.05508006616826686,-0.009193950941793677,0.021529111864596166,0.02923254110321075,-0.01913159765431705,-0.011447568751661185,-0.010980990953566607,-0.013250718340301632,-0.013546182921731934,0.04798268467299448,0.01465593118042428,0.027354299811794214,-0.01858148083296679,-0.012612701011601269,-0.029526550716753853,-0.030655453286589557,-0.01783742359911933,-0.03370586608902159,-0.03167695003528369,0
0.1973574052241775,-0.028512738194692275,0.05240319059941682,-0.04254597516818089,0.024608484711257126,0.016985698297936086,0.02149855938018703,-0.030096434522869347,-0.007051351659066656,0.029646775160128737,0.017637375481440808,-0.015076676794424948,-0.006690792862061102,0.021497303410350204,-0.00841003275537157,0.013477752139611552,-0.03034469034797029,0.020481400472629516,-0.0050699967040800905,-0.021831269812579303,-0.01385312042396062,-0.02170887545460143,-0.005190282665709652,-0.014274079017133361,0.047217436006591985,0.028616124652469824,-0.026124088153270934,-0.015538504740206106,-0.36861780994326765,-0.01386255558235237,-0.003614600033696342,-0.010555115041719819,-0.038336870228037515,-0.024998300267334336,-0.022135233000338938,-0.009587469255594314,-0.04410216018481304,0.015076713779143621,0.019031659008691856,-0.03382460545390467,-0.0280931734197194,0.01699549295858532,-0.01674548381420927,-0.0156057415467077,-0.01781862227523589,-0.038309532436592894,-0.009754403121417964,-0.09161440975843899,0.007017404037068333,-0.01776435014451608,-0.012745448110193677,-0.010576013346608104,-0.011359391669686643,-0.01173554301955896,-0.0655324092300919,0.02025731751318298,0.04311449985038347,-0.01935366065141199,-0.012740439544204361,-0.02910049557990252,-0.041596678665621896,-0.018655021763236884,-0.02685944130085866,-0.025527623906431807,0
0.03244162789583334,-0.09441691422284386,0.12506762253751136,5.400665800817032,0.03643039862727295,0.016985698297936086,-0.003701661932173522,0.11727807059130789,-0.023283285239837585,0.09515054310998078,0.004002816455235958,1.2125734764735576,-0.008248165375628285,-0.0037029182232429436,-0.011357855037202207,0.15171907757967568,0.1170003300495397,-0.004609553966831202,-0.004654390312214135,-0.044175517926884136,-0.015119136829347199,-0.0058163885318876715,-0.005101605483250193,-0.014274079017133361,0.11511210337436209,0.16657868154806144,-0.02609642387785712,0.03144299027856999,0.4171912736519858,-0.01460817483963988,-0.004795086559877523,-0.011688910968107945,0.6904948193976219,0.07121294525651618,-0.005865594096561742,-0.025819579199286145,0.01170203776526602,0.08277939978786317,0.029056391924601997,5.375196802171376,-0.029110270664063173,0.027767639821883062,-0.02259827639414992,-0.020203141406707786,-0.01705426478779258,5.181729307150809,-0.011319262476515548,0.002796786266769718,0.029508196296936254,0.1830852526976687,-0.07933519071757514,-0.0117098495712078,-0.004568289460525753,-0.004788511561471719,0.16539327585650457,0.014960811921378353,0.01015906115060906,-0.01860217128814552,-0.012678264584398505,-0.028561393122292503,0.21093504630918603,-0.02031325604789073,0.7819456922721723,-0.03180233570068767,0
-0.029834846193533424,0.009795556996236781,-0.0008608477230062942,-0.057879844035380566,0.010534820390418163,0.016985698297936086,-0.016631694564296896,-0.0327925551123179,-0.017517892973490698,-0.008428773765164902,-0.014207853367590851,-0.03789693383907792,-0.009715658037974043,-0.0166329510201882,0.07891234261371455,-0.04634345558834091,-0.033040271533730126,-0.017483522637662615,-0.006237562706296279,-0.02177359235229457,-0.0165709979506527,-0.01599045875722796,-0.0063923277022532084,-0.036223172908568656,0.014449557575864181,-0.048892206779882715,-0.02610602779795548,-0.03789558859478236,2.448522199765635,-0.01322995830526503,-0.006379125028217924,-0.010707385869246007,-0.03655551392470145,-0.02685451415745981,0.015648932262673304,-0.020054124290900022,-0.04526902702915118,0.008204534914264929,0.03112918485719989,-0.035307362925240594,-0.017247614676442112,0.01903139802587149,-0.01621336211812402,-0.015072622618792431,-0.01856241537783477,-0.04808494730511808,-0.010899577727286397,-0.011498633790547459,0.020858931710569614,-0.023891590173484564,-0.013392875109554876,-0.010775747488675436,-0.015146050308295536,-0.015036314007603547,-0.0921468634833133,0.015362410249991494,0.006353788361844944,-0.01864974192151359,-0.009715168166388054,-0.029101256362788857,-0.04312181096956211,-0.017219371312628892,-0.03651299868798145,-0.034325804968833994,0
